case_id,__segment__start__mean,__segment__start__min,__segment__start__max,__segment__end__mean,__segment__end__min,__segment__end__max,__length__mean,__length__min,__length__max,__tortuosity__mean,__tortuosity__min,__tortuosity__max,__volume__mean,__volume__min,__volume__max,__curvature__mean__mean,__curvature__mean__min,__curvature__mean__max,__curvature__sd__mean,__curvature__sd__min,__curvature__sd__max,__curvature__median__mean,__curvature__median__min,__curvature__median__max,__curvature__min__mean,__curvature__min__min,__curvature__min__max,__curvature__q1__mean,__curvature__q1__min,__curvature__q1__max,__curvature__q3__mean,__curvature__q3__min,__curvature__q3__max,__curvature__max__mean,__curvature__max__min,__curvature__max__max,_bifurcation__bifurcation__midpoint__mean,_bifurcation__bifurcation__midpoint__std,_bifurcation__bifurcation__midpoint__min,_bifurcation__bifurcation__midpoint__max,_bifurcation__bifurcation__midpoint__count,_bifurcation__bifurcation__dist_angle__mean,_bifurcation__bifurcation__dist_angle__std,_bifurcation__bifurcation__dist_angle__min,_bifurcation__bifurcation__dist_angle__max,_bifurcation__bifurcation__dist_angle__count,_bifurcation__bifurcation__points_angle__mean,_bifurcation__bifurcation__points_angle__std,_bifurcation__bifurcation__points_angle__min,_bifurcation__bifurcation__points_angle__max,_bifurcation__bifurcation__points_angle__count,_bifurcation__angles__seg1/seg2__mean,_bifurcation__angles__seg1/seg2__std,_bifurcation__angles__seg1/seg2__min,_bifurcation__angles__seg1/seg2__max,_bifurcation__angles__seg1/seg2__count,_bifurcation__angles__seg1/seg3__mean,_bifurcation__angles__seg1/seg3__std,_bifurcation__angles__seg1/seg3__min,_bifurcation__angles__seg1/seg3__max,_bifurcation__angles__seg1/seg3__count,_bifurcation__angles__seg2/seg3__mean,_bifurcation__angles__seg2/seg3__std,_bifurcation__angles__seg2/seg3__min,_bifurcation__angles__seg2/seg3__max,_bifurcation__angles__seg2/seg3__count,pcr
DUKE_001,2976.0,2976.0,2976.0,2978.0,2978.0,2978.0,13.560478210449219,13.560478210449219,13.560478210449219,0.09273447056926698,0.09273447056926698,0.09273447056926698,42.60149872511173,42.60149872511173,42.60149872511173,0.6470499634742737,0.6470499634742737,0.6470499634742737,0.018383865264572825,0.018383865264572825,0.018383865264572825,0.6340506076812744,0.6340506076812744,0.6340506076812744,0.6340506076812744,0.6340506076812744,0.6340506076812744,0.6340506076812744,0.6340506076812744,0.6340506076812744,0.6632991582155228,0.6632991582155228,0.6632991582155228,0.6730486750602722,0.6730486750602722,0.6730486750602722,2601.0,0.0,2601.0,2601.0,1.0,2.0,0.0,2.0,2.0,1.0,2612.6666666666665,18.62495339293199,2599.0,2639.0,3.0,134.9999990194245,0.0,134.9999990194245,134.9999990194245,1.0,125.26438895559582,0.0,125.26438895559582,125.26438895559582,1.0,90.0,0.0,90.0,90.0,1.0,0.0
DUKE_001,5382.0,5382.0,5382.0,5383.0,5383.0,5383.0,1.0,1.0,1.0,0.0,0.0,0.0,3.141592653589793,3.141592653589793,3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5323.0,0.0,5323.0,5323.0,1.0,2.0,0.0,2.0,2.0,1.0,5325.666666666667,25.381533094401966,5296.0,5358.0,3.0,179.98021765897056,0.0,179.98021765897056,179.98021765897056,1.0,90.0,0.0,90.0,90.0,1.0,90.0,0.0,90.0,90.0,1.0,0.0
DUKE_001,5827.0,5827.0,5827.0,5828.0,5828.0,5828.0,1.0,1.0,1.0,0.0,0.0,0.0,3.141592653589793,3.141592653589793,3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5716.0,0.0,5716.0,5716.0,1.0,2.0,0.0,2.0,2.0,1.0,5719.666666666667,5.90668171555645,5715.0,5728.0,3.0,54.735611044404195,0.0,54.735611044404195,54.735611044404195,1.0,90.0,0.0,90.0,90.0,1.0,125.26438895559582,0.0,125.26438895559582,125.26438895559582,1.0,0.0
DUKE_001,5710.0,5710.0,5710.0,5713.0,5713.0,5713.0,1.0,1.0,1.0,0.0,0.0,0.0,3.141592653589793,3.141592653589793,3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5594.0,0.0,5594.0,5594.0,1.0,2.0,0.0,2.0,2.0,1.0,5599.333333333333,8.259674462242579,5593.0,5611.0,3.0,90.0,0.0,90.0,90.0,1.0,54.735611044404195,0.0,54.735611044404195,54.735611044404195,1.0,125.26438895559582,0.0,125.26438895559582,125.26438895559582,1.0,0.0
DUKE_001,5271.0,5271.0,5271.0,5286.0,5286.0,5286.0,1.7320507764816284,1.7320507764816284,1.7320507764816284,0.0,0.0,0.0,5.441397995039181,5.441397995039181,5.441397995039181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5322.0,0.0,5322.0,5322.0,1.0,2.0,0.0,2.0,2.0,1.0,5309.666666666667,17.21110752456745,5297.0,5334.0,3.0,90.0,0.0,90.0,90.0,1.0,0.019782341029446364,0.0,0.019782341029446364,0.019782341029446364,1.0,90.0,0.0,90.0,90.0,1.0,0.0
DUKE_002,1866.0,1866.0,1866.0,1867.0,1867.0,1867.0,1.0,1.0,1.0,0.0,0.0,0.0,3.141592653589793,3.141592653589793,3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1822.0,0.0,1822.0,1822.0,1.0,2.0,0.0,2.0,2.0,1.0,1820.3333333333333,8.65383665716478,1809.0,1830.0,3.0,70.52878057292757,0.0,70.52878057292757,70.52878057292757,1.0,109.47121942707244,0.0,109.47121942707244,109.47121942707244,1.0,70.52878057292757,0.0,70.52878057292757,70.52878057292757,1.0,0.0
DUKE_002,2123.0,2123.0,2123.0,2163.0,2163.0,2163.0,30.48455238342285,30.48455238342285,30.48455238342285,0.09858697883107714,0.09858697883107714,0.09858697883107714,95.77004581573445,95.77004581573445,95.77004581573445,0.6137493940500113,0.6137493940500113,0.6137493940500113,0.09911980782788929,0.09911980782788929,0.09911980782788929,0.6340506076812744,0.6340506076812744,0.6340506076812744,0.38509851694107056,0.38509851694107056,0.38509851694107056,0.6340506076812744,0.6340506076812744,0.6340506076812744,0.6730486750602722,0.6730486750602722,0.6730486750602722,0.6730486750602722,0.6730486750602722,0.6730486750602722,1922.0,0.0,1922.0,1922.0,1.0,2.0,0.0,2.0,2.0,1.0,1927.0,45.45327270945405,1874.0,1985.0,3.0,144.73560735089728,0.0,144.73560735089728,144.73560735089728,1.0,109.47121942707244,0.0,109.47121942707244,109.47121942707244,1.0,35.26439264910272,0.0,35.26439264910272,35.26439264910272,1.0,0.0
DUKE_002,2697.0,2697.0,2697.0,2741.0,2741.0,2741.0,11.438793182373047,11.438793182373047,11.438793182373047,0.0956376619040682,0.0956376619040682,0.0956376619040682,35.93602862767617,35.93602862767617,35.93602862767617,0.49736342259815763,0.49736342259815763,0.49736342259815763,0.1301898159465347,0.1301898159465347,0.1301898159465347,0.38509851694107056,0.38509851694107056,0.38509851694107056,0.38509851694107056,0.38509851694107056,0.38509851694107056,0.38509851694107056,0.38509851694107056,0.38509851694107056,0.6340506076812744,0.6340506076812744,0.6340506076812744,0.6730486750602722,0.6730486750602722,0.6730486750602722,2536.0,0.0,2536.0,2536.0,1.0,2.0,0.0,2.0,2.0,1.0,2530.3333333333335,9.463379711052259,2517.0,2538.0,3.0,54.735611044404195,0.0,54.735611044404195,54.735611044404195,1.0,90.0,0.0,90.0,90.0,1.0,134.9999990194245,0.0,134.9999990194245,134.9999990194245,1.0,0.0
DUKE_002,3038.0,3038.0,3038.0,3120.0,3120.0,3120.0,12.438793182373047,12.438793182373047,12.438793182373047,0.20816235943196548,0.20816235943196548,0.20816235943196548,39.07762128126597,39.07762128126597,39.07762128126597,0.6570001840591431,0.6570001840591431,0.6570001840591431,0.13959098473983975,0.13959098473983975,0.13959098473983975,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.38509851694107056,0.38509851694107056,0.38509851694107056,0.6340506076812744,0.6340506076812744,0.6340506076812744,0.6900777220726013,0.6900777220726013,0.6900777220726013,0.8989794254302979,0.8989794254302979,0.8989794254302979,2997.0,0.0,2997.0,2997.0,1.0,2.0,0.0,2.0,2.0,1.0,3005.3333333333335,11.08552609887726,2997.0,3021.0,3.0,144.73560735089728,0.0,144.73560735089728,144.73560735089728,1.0,90.0,0.0,90.0,90.0,1.0,119.99999802829426,0.0,119.99999802829426,119.99999802829426,1.0,0.0
DUKE_012,4651.0,4651.0,4651.0,4652.0,4652.0,4652.0,1.4142135381698608,1.4142135381698608,1.4142135381698608,0.0,0.0,0.0,4.442882862121663,4.442882862121663,4.442882862121663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4711.0,0.0,4711.0,4711.0,1.0,2.0,0.0,2.0,2.0,1.0,4700.666666666667,15.3260852434302,4679.0,4712.0,3.0,125.26438895559582,0.0,125.26438895559582,125.26438895559582,1.0,125.26438895559582,0.0,125.26438895559582,125.26438895559582,1.0,109.47121942707244,0.0,109.47121942707244,109.47121942707244,1.0,0.0
